scope,cve,count
overall,CVE-2016-2842,2
overall,CVE-2016-2181,2
overall,CVE-2016-2176,2
overall,CVE-2014-2855,2
overall,CVE-2016-2106,2
overall,CVE-2016-2105,2
overall,CVE-2017-0553,2
overall,CVE-2014-2241,2
overall,CVE-2016-10369,2
overall,CVE-2011-4328,2
overall,CVE-2011-4029,2
overall,CVE-2016-10164,2
overall,CVE-2011-3929,2
overall,CVE-2011-3193,2
overall,CVE-2016-0701,2
overall,CVE-2016-8602,2
overall,CVE-2016-7977,2
overall,CVE-2016-7393,2
overall,CVE-2015-8325,2
overall,CVE-2014-0195,2
overall,CVE-2018-1116,2
overall,CVE-2018-0734,2
overall,CVE-2018-0732,2
overall,CVE-2013-6462,2
overall,CVE-2014-9764,2
overall,CVE-2014-9763,2
overall,CVE-2014-9762,2
overall,CVE-2011-5326,2
overall,CVE-2000-1254,2
overall,CVE-2016-2090,2
overall,CVE-2013-4353,2
overall,CVE-2013-4159,2
overall,CVE-2014-9645,2
overall,CVE-2007-5199,2
overall,CVE-2015-9383,2
overall,CVE-2015-9290,2
overall,CVE-2014-10375,2
overall,CVE-2017-12179,2
overall,CVE-2017-12178,2
overall,CVE-2017-12177,2
overall,CVE-2017-12176,2
overall,CVE-2017-2626,2
overall,CVE-2017-2625,2
overall,CVE-2016-10713,2
overall,CVE-2016-9601,2
overall,CVE-2016-7056,2
overall,CVE-2015-9261,2
overall,CVE-2014-10073,2
overall,CVE-2014-1845,2
overall,CVE-2009-1194,2
overall,CVE-2010-1152,2
overall,CVE-2010-0011,2
overall,CVE-2011-2161,2
overall,CVE-2012-4565,2
overall,CVE-2012-3510,2
overall,CVE-2012-2745,2
overall,CVE-2012-2669,2
overall,CVE-2012-2375,2
overall,CVE-2012-2313,2
overall,CVE-2012-2123,2
overall,CVE-2012-2100,2
overall,CVE-2012-1583,2
overall,CVE-2012-1097,2
overall,CVE-2012-0957,2
overall,CVE-2012-0807,2
overall,CVE-2012-0207,2
overall,CVE-2012-0058,2
overall,CVE-2012-0044,2
overall,CVE-2011-4594,2
overall,CVE-2011-4326,2
overall,CVE-2011-4324,2
overall,CVE-2011-4097,2
overall,CVE-2011-4086,2
overall,CVE-2011-3363,2
overall,CVE-2011-3359,2
overall,CVE-2011-3353,2
overall,CVE-2011-2707,2
overall,CVE-2011-2183,2
overall,CVE-2011-2182,2
overall,CVE-2011-1927,2
overall,CVE-2011-1833,2
overall,CVE-2011-1079,2
overall,CVE-2011-0716,2
overall,CVE-2011-0006,2
overall,CVE-2010-4650,2
overall,CVE-2013-7027,2
overall,CVE-2013-7023,2
overall,CVE-2013-7022,2
overall,CVE-2013-7021,2
overall,CVE-2013-7020,2
overall,CVE-2013-7015,2
overall,CVE-2013-7014,2
overall,CVE-2013-7012,2
overall,CVE-2013-7009,2
overall,CVE-2013-6432,2
overall,CVE-2013-6383,2
overall,CVE-2013-6381,2
overall,CVE-2013-6378,2
overall,CVE-2013-6376,2
overall,CVE-2013-4623,2
overall,CVE-2013-4587,2
overall,CVE-2013-4563,2
overall,CVE-2013-4516,2
overall,CVE-2013-4515,2
overall,CVE-2013-4513,2
overall,CVE-2013-4483,2
overall,CVE-2013-4470,2
overall,CVE-2013-4300,2
overall,CVE-2013-4270,2
overall,CVE-2013-4265,2
overall,CVE-2013-4254,2
overall,CVE-2013-4247,2
overall,CVE-2013-4244,2
overall,CVE-2013-4220,2
overall,CVE-2013-4163,2
overall,CVE-2013-4162,2
overall,CVE-2013-4127,2
overall,CVE-2013-3302,2
overall,CVE-2013-3301,2
overall,CVE-2013-3230,2
overall,CVE-2013-3229,2
overall,CVE-2013-3224,2
overall,CVE-2013-2930,2
overall,CVE-2013-2929,2
overall,CVE-2013-2850,2
overall,CVE-2013-2635,2
overall,CVE-2013-2596,2
overall,CVE-2013-2546,2
overall,CVE-2013-2174,2
overall,CVE-2013-2141,2
overall,CVE-2013-2140,2
overall,CVE-2013-2128,2
overall,CVE-2013-2061,2
overall,CVE-2013-2058,2
overall,CVE-2013-2015,2
overall,CVE-2013-1957,2
overall,CVE-2013-1956,2
overall,CVE-2013-1929,2
overall,CVE-2013-1928,2
overall,CVE-2013-1860,2
overall,CVE-2013-1828,2
overall,CVE-2013-1826,2
overall,CVE-2013-1819,2
overall,CVE-2013-1774,2
overall,CVE-2013-1772,2
overall,CVE-2013-1428,2
overall,CVE-2013-1416,2
overall,CVE-2013-1415,2
overall,CVE-2013-0914,2
overall,CVE-2013-0349,2
overall,CVE-2013-0313,2
overall,CVE-2013-0310,2
overall,CVE-2013-0290,2
overall,CVE-2013-0268,2
overall,CVE-2013-0211,2
overall,CVE-2012-6549,2
overall,CVE-2012-6548,2
overall,CVE-2012-6547,2
overall,CVE-2012-6541,2
overall,CVE-2012-6540,2
overall,CVE-2012-6537,2
overall,CVE-2012-4530,2
overall,CVE-2012-1016,2
overall,CVE-2011-4604,2
overall,CVE-2011-4348,2
overall,CVE-2011-4347,2
overall,CVE-2011-4087,2
overall,CVE-2011-3619,2
overall,CVE-2011-2905,2
overall,CVE-2011-2482,2
overall,CVE-2011-1180,2
overall,CVE-2011-1019,2
overall,CVE-2002-2443,2
overall,CVE-2014-9420,2
overall,CVE-2014-9419,2
overall,CVE-2014-8884,2
overall,CVE-2014-7283,2
overall,CVE-2014-7145,2
overall,CVE-2014-6410,2
overall,CVE-2014-6395,2
overall,CVE-2014-5206,2
overall,CVE-2014-5045,2
overall,CVE-2014-4611,2
overall,CVE-2014-4608,2
overall,CVE-2014-4503,2
overall,CVE-2014-4049,2
overall,CVE-2014-4027,2
overall,CVE-2014-3985,2
overall,CVE-2014-3688,2
overall,CVE-2014-3645,2
overall,CVE-2014-3597,2
overall,CVE-2014-3186,2
overall,CVE-2014-3182,2
overall,CVE-2014-3181,2
overall,CVE-2014-3158,2
overall,CVE-2014-3153,2
overall,CVE-2014-3122,2
overall,CVE-2014-2889,2
overall,CVE-2014-2739,2
overall,CVE-2014-2706,2
overall,CVE-2014-2673,2
overall,CVE-2014-2672,2
overall,CVE-2014-2038,2
overall,CVE-2014-1739,2
overall,CVE-2014-1690,2
overall,CVE-2014-1446,2
overall,CVE-2014-1445,2
overall,CVE-2014-1444,2
overall,CVE-2014-0205,2
overall,CVE-2014-0203,2
overall,CVE-2014-0069,2
overall,CVE-2014-0038,2
overall,CVE-2013-7348,2
overall,CVE-2013-7339,2
overall,CVE-2013-7262,2
overall,CVE-2013-4160,2
overall,CVE-2013-2182,2
overall,CVE-2013-0250,2
overall,CVE-2012-6657,2
overall,CVE-2012-6647,2
overall,CVE-2011-3602,2
overall,CVE-2011-2909,2
overall,CVE-2015-8660,2
overall,CVE-2015-7990,2
overall,CVE-2015-7885,2
overall,CVE-2015-7884,2
overall,CVE-2015-6937,2
overall,CVE-2015-6564,2
overall,CVE-2015-6563,2
overall,CVE-2015-6526,2
overall,CVE-2015-6252,2
overall,CVE-2015-6031,2
overall,CVE-2015-5706,2
overall,CVE-2015-5697,2
overall,CVE-2015-5287,2
overall,CVE-2015-5283,2
overall,CVE-2015-5273,2
overall,CVE-2015-5156,2
overall,CVE-2015-4471,2
overall,CVE-2015-4167,2
overall,CVE-2015-4001,2
overall,CVE-2015-3417,2
overall,CVE-2015-3339,2
overall,CVE-2015-3331,2
overall,CVE-2015-2922,2
overall,CVE-2015-2831,2
overall,CVE-2015-2698,2
overall,CVE-2015-2697,2
overall,CVE-2015-2694,2
overall,CVE-2015-2666,2
overall,CVE-2015-1867,2
overall,CVE-2015-1790,2
overall,CVE-2015-1421,2
overall,CVE-2015-0278,2
overall,CVE-2015-0239,2
overall,CVE-2015-0231,2
overall,CVE-2015-0206,2
overall,CVE-2015-0205,2
overall,CVE-2014-9730,2
overall,CVE-2014-9683,2
overall,CVE-2014-9644,2
overall,CVE-2014-9621,2
overall,CVE-2014-9529,2
overall,CVE-2014-9496,2
overall,CVE-2014-9421,2
overall,CVE-2014-8176,2
overall,CVE-2014-8160,2
overall,CVE-2014-7822,2
overall,CVE-2013-7441,2
overall,CVE-2016-9919,2
overall,CVE-2016-9888,2
overall,CVE-2016-9806,2
overall,CVE-2016-9794,2
overall,CVE-2016-9793,2
overall,CVE-2016-9777,2
overall,CVE-2016-9576,2
overall,CVE-2016-9539,2
overall,CVE-2016-9442,2
overall,CVE-2016-9191,2
overall,CVE-2016-9120,2
overall,CVE-2016-8858,2
overall,CVE-2016-8658,2
overall,CVE-2016-8646,2
overall,CVE-2016-8645,2
overall,CVE-2016-7917,2
overall,CVE-2016-7915,2
overall,CVE-2016-7912,2
overall,CVE-2016-7166,2
overall,CVE-2016-7141,2
overall,CVE-2016-7117,2
overall,CVE-2016-7115,2
overall,CVE-2016-6516,2
overall,CVE-2016-6515,2
overall,CVE-2016-6254,2
overall,CVE-2016-6187,2
overall,CVE-2016-6156,2
overall,CVE-2016-6130,2
overall,CVE-2016-5844,2
overall,CVE-2016-5829,2
overall,CVE-2016-5728,2
overall,CVE-2016-5689,2
overall,CVE-2016-5358,2
overall,CVE-2016-5356,2
overall,CVE-2016-5355,2
overall,CVE-2016-5353,2
overall,CVE-2016-5351,2
overall,CVE-2016-4951,2
overall,CVE-2016-4913,2
overall,CVE-2016-4804,2
overall,CVE-2016-4580,2
overall,CVE-2016-4482,2
overall,CVE-2016-4478,2
overall,CVE-2016-4303,2
overall,CVE-2016-4301,2
overall,CVE-2016-3955,2
overall,CVE-2016-3713,2
overall,CVE-2016-3140,2
overall,CVE-2016-3138,2
overall,CVE-2016-3136,2
overall,CVE-2016-3135,2
overall,CVE-2016-3120,2
overall,CVE-2016-3074,2
overall,CVE-2016-3062,2
overall,CVE-2016-2782,2
overall,CVE-2016-2544,2
overall,CVE-2016-2543,2
overall,CVE-2016-2385,2
overall,CVE-2016-2384,2
overall,CVE-2016-2315,2
overall,CVE-2016-2188,2
overall,CVE-2016-2187,2
overall,CVE-2016-2186,2
overall,CVE-2016-2185,2
overall,CVE-2016-2117,2
overall,CVE-2016-2085,2
overall,CVE-2016-2070,2
overall,CVE-2016-2053,2
overall,CVE-2016-0823,2
overall,CVE-2016-0728,2
overall,CVE-2015-8966,2
overall,CVE-2015-8961,2
overall,CVE-2015-8956,2
overall,CVE-2015-8953,2
overall,CVE-2015-8863,2
overall,CVE-2015-8845,2
overall,CVE-2015-8787,2
overall,CVE-2015-8785,2
overall,CVE-2015-8784,2
overall,CVE-2015-8629,2
overall,CVE-2015-7566,2
overall,CVE-2015-7515,2
overall,CVE-2015-4177,2
overall,CVE-2015-4170,2
overall,CVE-2015-1339,2
overall,CVE-2014-9904,2
overall,CVE-2014-9903,2
overall,CVE-2013-7455,2
overall,CVE-2012-6703,2
overall,CVE-2012-6689,2
overall,CVE-2011-5321,2
overall,CVE-2017-1000380,2
overall,CVE-2017-1000249,2
overall,CVE-2017-1000211,2
overall,CVE-2017-1000200,2
overall,CVE-2017-17857,2
overall,CVE-2017-17807,2
overall,CVE-2017-17806,2
overall,CVE-2017-17712,2
overall,CVE-2017-17439,2
overall,CVE-2017-17081,2
overall,CVE-2017-16994,2
overall,CVE-2017-16820,2
